segment,day_name,week_idx,avg_exp
Lv.285~289,일,2,1377018904655.9407
Lv.285~289,일,3,1742938880513.7615
Lv.285~289,일,4,1292723698123.5396
Lv.285~289,일,5,1892878055177.7734
Lv.285~289,일,6,1750767042975.7495
Lv.285~289,일,7,3797109977565.2046
Lv.285~289,일,8,3508741530724.1953
Lv.285~289,일,9,2199270404546.0093
Lv.285~289,일,10,5387923247109.232
Lv.285~289,일,11,2349536264264.348
Lv.285~289,일,12,2944795572488.88
Lv.285~289,일,13,4728544952373.701
Lv.285~289,일,14,4617587309737.889
Lv.285~289,일,15,2790033127317.4893
Lv.285~289,일,16,3300572132022.7705
Lv.285~289,일,17,3343609149651.087
Lv.285~289,일,18,5824512611463.864
Lv.285~289,토,1,1252689224975.657
Lv.285~289,토,2,1281303719617.523
Lv.285~289,토,3,1340623006060.4968
Lv.285~289,토,4,1211096314583.2563
Lv.285~289,토,5,1361419898262.7458
Lv.285~289,토,6,1697999816959.2185
Lv.285~289,토,7,1961819820227.5493
Lv.285~289,토,8,2128176616906.0327
Lv.285~289,토,9,2007788700616.8684
Lv.285~289,토,10,3983997715294.033
Lv.285~289,토,11,2057391386174.3784
Lv.285~289,토,12,2374097807815.0483
Lv.285~289,토,13,3014061227973.0796
Lv.285~289,토,14,3979617541727.839
Lv.285~289,토,15,2948299960346.5273
Lv.285~289,토,16,2957611725132.0713
Lv.285~289,토,17,3230164524890.79
Lv.285~289,토,18,4376362421130.5835
Lv.285~289,화,1,1043284925379.938
Lv.285~289,화,2,1063360671111.3616
Lv.285~289,화,3,1113267329363.7583
Lv.285~289,화,4,1181912073478.1643
Lv.285~289,화,5,1104738092563.0347
Lv.285~289,화,6,1235729808323.443
Lv.285~289,화,7,1518186447118.305
Lv.285~289,화,8,1409037805589.2993
Lv.285~289,화,9,1556308930249.9084
Lv.285~289,화,10,2706356148906.1265
Lv.285~289,화,11,1571381205078.3328
Lv.285~289,화,12,1683718541678.0864
Lv.285~289,화,13,1903045721858.922
Lv.285~289,화,14,3047983199861.309
Lv.285~289,화,15,2369650534468.787
Lv.285~289,화,16,2321108746235.141
Lv.285~289,화,17,2588465919191.949
Lv.285~289,화,18,3331900101885.8643
Lv.290~294,금,1,2475668835660.344
Lv.290~294,금,2,2356407404936.402
Lv.290~294,금,3,2359171930989.0654
Lv.290~294,금,4,2437627123087.4966
Lv.290~294,금,5,2495355196795.3525
Lv.290~294,금,6,3636654498635.84
Lv.290~294,금,7,4047998432428.8413
Lv.290~294,금,8,4638834396085.768
Lv.290~294,금,9,7124904021478.03
Lv.290~294,금,10,10914174648498.43
Lv.290~294,금,11,4721588177087.004
Lv.290~294,금,12,5259262359223.76
Lv.290~294,금,13,7920737528540.906
Lv.290~294,금,14,6543266604122.328
Lv.290~294,금,15,6616759359871.597
Lv.290~294,금,16,7419129486895.551
Lv.290~294,금,17,9033736609886.016
Lv.290~294,목,1,2759539705830.5117
Lv.290~294,목,2,2375200572791.2324
Lv.290~294,목,3,2763154420094.284
Lv.290~294,목,4,2913386838396.443
Lv.290~294,목,5,2719382129952.031
Lv.290~294,목,6,3783214099926.939
Lv.290~294,목,7,5845445544834.891
Lv.290~294,목,8,6484859392650.738
Lv.290~294,목,9,8855383548080.115
Lv.290~294,목,10,0.0
Lv.290~294,목,11,5828522633646.01
Lv.290~294,목,12,6514217353018.231
Lv.290~294,목,13,9935406521977.81
Lv.290~294,목,14,7708363127579.997
Lv.290~294,목,15,7739186334451.324
Lv.290~294,목,16,8229655518552.365
Lv.290~294,목,17,10607996267596.691
Lv.290~294,수,1,2555993907115.9697
Lv.290~294,수,2,2622100708897.667
Lv.290~294,수,3,2745129208898.364
Lv.290~294,수,4,2739379088909.036
Lv.290~294,수,5,2554054671997.42
Lv.290~294,수,6,2973549815741.5503
Lv.290~294,수,7,4082302177284.0986
Lv.290~294,수,8,4034501278159.187
Lv.290~294,수,9,4307042251465.8784
Lv.290~294,수,10,7721516466513.902
Lv.290~294,수,11,4735656175768.156
Lv.290~294,수,12,4543819472198.125
Lv.290~294,수,13,5603861651917.299
Lv.290~294,수,14,8433865024691.762
Lv.290~294,수,15,7319831169003.828
Lv.290~294,수,16,6424279794296.045
Lv.290~294,수,17,7585314403171.501
Lv.290~294,수,18,7741919597172.896
Lv.290~294,월,1,2274444647384.4395
Lv.290~294,월,2,2242111861946.84
Lv.290~294,월,3,2348840949941.523
Lv.290~294,월,4,2375994498316.788
Lv.290~294,월,5,2383925414107.7603
Lv.290~294,월,6,2573326857179.171
Lv.290~294,월,7,3523540393923.9414
Lv.290~294,월,8,3304707548569.0996
Lv.290~294,월,9,3636670522514.1094
Lv.290~294,월,10,5465869343032.732
Lv.290~294,월,11,3614224587118.8257
Lv.290~294,월,12,3926239848126.4097
Lv.290~294,월,13,4454622025846.285
Lv.290~294,월,14,6096973919930.977
Lv.290~294,월,15,5553546199135.0
Lv.290~294,월,16,5691430599800.807
Lv.290~294,월,17,7434929495033.2295
Lv.290~294,월,18,7702668999983.503
Lv.290~294,일,1,3209530505140.826
Lv.290~294,일,2,2825749351492.841
Lv.290~294,일,3,3949398947191.9365
Lv.290~294,일,4,2757240176854.584
Lv.290~294,일,5,3721691020506.349
Lv.290~294,일,6,3298421513995.0063
Lv.290~294,일,7,8894825626952.701
Lv.290~294,일,8,8086359938158.432
Lv.290~294,일,9,5033799305785.022
Lv.290~294,일,10,11042305868273.385
Lv.290~294,일,11,5174674116444.618
Lv.290~294,일,12,6753647548394.677
Lv.290~294,일,13,11179789232590.527
Lv.290~294,일,14,10036034293590.863
Lv.290~294,일,15,6709098267746.185
Lv.290~294,일,16,7996663882821.267
Lv.290~294,일,17,8204546308697.16
Lv.290~294,일,18,12340908136349.584
Lv.290~294,토,1,2690333422499.082
Lv.290~294,토,2,2712364861302.2256
Lv.290~294,토,3,2768694362955.359
Lv.290~294,토,4,2585808003711.356
Lv.290~294,토,5,2773602205156.293
Lv.290~294,토,6,3171827641857.1353
Lv.290~294,토,7,4470111376372.404
Lv.290~294,토,8,4924500892526.959
Lv.290~294,토,9,4761209501079.837
Lv.290~294,토,10,8562238971101.473
Lv.290~294,토,11,4405043663327.039
Lv.290~294,토,12,5452033273765.012
Lv.290~294,토,13,7134892653700.308
Lv.290~294,토,14,8747195107687.008
Lv.290~294,토,15,6885101831044.439
Lv.290~294,토,16,7311968509698.098
Lv.290~294,토,17,7830909629470.64
Lv.290~294,토,18,10358747217144.666
Lv.290~294,화,1,2142757138084.596
Lv.290~294,화,2,2233516542866.947
Lv.290~294,화,3,2317071875931.604
Lv.290~294,화,4,2404983657512.253
Lv.290~294,화,5,2203569538589.273
Lv.290~294,화,6,2628691514181.32
Lv.290~294,화,7,3507564919085.311
Lv.290~294,화,8,3197486907103.465
Lv.290~294,화,9,3494936036399.0806
Lv.290~294,화,10,5506062634239.652
Lv.290~294,화,11,3657121828021.286
Lv.290~294,화,12,3852865842076.1245
Lv.290~294,화,13,4328773007374.18
Lv.290~294,화,14,6445827447831.0205
Lv.290~294,화,15,5788727837400.917
Lv.290~294,화,16,5577290985303.5625
Lv.290~294,화,17,6339974364674.015
Lv.290~294,화,18,7175417292497.544
Lv.295~299,금,1,5193400747767.69
Lv.295~299,금,2,4866414777375.758
Lv.295~299,금,3,4889274995698.339
Lv.295~299,금,4,4972120273800.256
Lv.295~299,금,5,4949762480199.181
Lv.295~299,금,6,5614528652738.743
Lv.295~299,금,7,5641235499452.808
Lv.295~299,금,8,6186570174498.28
Lv.295~299,금,9,7960855273479.302
Lv.295~299,금,10,15172922845249.555
Lv.295~299,금,11,6605982796826.075
Lv.295~299,금,12,7216192450376.603
Lv.295~299,금,13,9764205376199.965
Lv.295~299,금,14,11792942136392.232
Lv.295~299,금,15,12105196593714.635
Lv.295~299,금,16,13684948699844.371
Lv.295~299,금,17,14864523801760.7
Lv.295~299,목,1,5429597940874.971
Lv.295~299,목,2,5172570723021.416
Lv.295~299,목,3,5417323589366.301
Lv.295~299,목,4,5555315712770.587
Lv.295~299,목,5,5155758111373.109
Lv.295~299,목,6,5901773933319.24
Lv.295~299,목,7,7859057495848.126
Lv.295~299,목,8,8165353175149.721
Lv.295~299,목,9,10556681218515.9
Lv.295~299,목,10,0.0
Lv.295~299,목,11,7680208107285.447
Lv.295~299,목,12,8302997262293.967
Lv.295~299,목,13,10739362773249.148
Lv.295~299,목,14,13996148720155.564
Lv.295~299,목,15,13680027056230.8
Lv.295~299,목,16,14549104933767.041
Lv.295~299,목,17,16993998840560.72
Lv.295~299,수,1,4955232031542.312
Lv.295~299,수,2,5042557576382.861
Lv.295~299,수,3,5116430724748.054
Lv.295~299,수,4,5249993754409.946
Lv.295~299,수,5,4886122555416.509
Lv.295~299,수,6,5304244199024.912
Lv.295~299,수,7,5859873105028.7
Lv.295~299,수,8,5748832954801.93
Lv.295~299,수,9,5726658294042.036
Lv.295~299,수,10,8993797163864.848
Lv.295~299,수,11,6670114092253.66
Lv.295~299,수,12,6308355832745.88
Lv.295~299,수,13,7661904873649.266
Lv.295~299,수,14,9631493343120.404
Lv.295~299,수,15,12349370549520.371
Lv.295~299,수,16,11817122791731.262
Lv.295~299,수,17,13431203313554.305
Lv.295~299,수,18,13442008220068.922
Lv.295~299,월,1,4752999768276.584
Lv.295~299,월,2,4671649556267.954
Lv.295~299,월,3,4804868207929.831
Lv.295~299,월,4,4842529126888.63
Lv.295~299,월,5,4746388778260.555
Lv.295~299,월,6,4766403903198.826
Lv.295~299,월,7,5549214871415.999
Lv.295~299,월,8,5153590170437.979
Lv.295~299,월,9,5335077625808.928
Lv.295~299,월,10,6654888421108.966
Lv.295~299,월,11,5554757546768.296
Lv.295~299,월,12,5977908527617.587
Lv.295~299,월,13,6148224051861.086
Lv.295~299,월,14,7748697447272.85
Lv.295~299,월,15,11136545371160.432
Lv.295~299,월,16,11254119369942.139
Lv.295~299,월,17,13344106192591.621
Lv.295~299,월,18,13648408845105.062
Lv.295~299,일,1,6265039529132.984
Lv.295~299,일,2,5637635194747.3545
Lv.295~299,일,3,8514362827528.718
Lv.295~299,일,4,5597226037939.664
Lv.295~299,일,5,6870125459120.25
Lv.295~299,일,6,5668798062632.798
Lv.295~299,일,7,12380965307249.695
Lv.295~299,일,8,11279871748323.354
Lv.295~299,일,9,6799790382266.011
Lv.295~299,일,10,12805470922901.86
Lv.295~299,일,11,7335756298197.926
Lv.295~299,일,12,8996642062774.646
Lv.295~299,일,13,15306000560957.441
Lv.295~299,일,14,12231837375016.047
Lv.295~299,일,15,12665458074367.223
Lv.295~299,일,16,14894635355396.0
Lv.295~299,일,17,15035793458710.389
Lv.295~299,일,18,18230053016473.21
Lv.295~299,토,1,5372830172713.424
Lv.295~299,토,2,5376137585015.592
Lv.295~299,토,3,5515120331156.613
Lv.295~299,토,4,5246955915158.373
Lv.295~299,토,5,5419661723189.635
Lv.295~299,토,6,5247646904159.507
Lv.295~299,토,7,6506969706108.506
Lv.295~299,토,8,6665634228366.732
Lv.295~299,토,9,6390989904996.184
Lv.295~299,토,10,9666758646217.559
Lv.295~299,토,11,6141304256728.259
Lv.295~299,토,12,7407838536342.484
Lv.295~299,토,13,9078054528623.182
Lv.295~299,토,14,10978262462293.223
Lv.295~299,토,15,12289241191868.12
Lv.295~299,토,16,13198359292224.475
Lv.295~299,토,17,14221763036412.955
Lv.295~299,토,18,15908269338065.668
Lv.295~299,화,1,4591355640372.441
Lv.295~299,화,2,4649930887458.465
Lv.295~299,화,3,4723821289919.17
Lv.295~299,화,4,4859624152798.093
Lv.295~299,화,5,4551059664415.858
Lv.295~299,화,6,4706365128633.776
Lv.295~299,화,7,5399882030987.882
Lv.295~299,화,8,5016955775046.235
Lv.295~299,화,9,5372539952654.577
Lv.295~299,화,10,6440396136704.885
Lv.295~299,화,11,5687234069366.796
Lv.295~299,화,12,5625955581891.108
Lv.295~299,화,13,6475097872711.103
Lv.295~299,화,14,8074552516408.121
Lv.295~299,화,15,11099913018935.777
Lv.295~299,화,16,10864720959844.127
Lv.295~299,화,17,12284810705583.352
Lv.295~299,화,18,12936808495036.682
Lv.300,금,1,13890910752503.25
Lv.300,금,2,8996622148588.75
Lv.300,금,3,9303926131458.5
Lv.300,금,4,8688680757594.75
Lv.300,금,5,0.0
Lv.300,금,6,0.0
Lv.300,금,7,0.0
Lv.300,금,8,0.0
Lv.300,금,9,0.0
Lv.300,금,10,0.0
Lv.300,금,11,0.0
Lv.300,금,12,0.0
Lv.300,금,13,0.0
Lv.300,금,14,0.0
Lv.300,금,15,0.0
Lv.300,금,16,0.0
Lv.300,금,17,0.0
Lv.300,목,1,15210594749995.75
Lv.300,목,2,10675224698350.0
Lv.300,목,3,9353234145108.0
Lv.300,목,4,9516252053843.5
Lv.300,목,5,3832422787204.75
Lv.300,목,6,0.0
Lv.300,목,7,0.0
Lv.300,목,8,0.0
Lv.300,목,9,0.0
Lv.300,목,10,0.0
Lv.300,목,11,0.0
Lv.300,목,12,0.0
Lv.300,목,13,0.0
Lv.300,목,14,0.0
Lv.300,목,15,0.0
Lv.300,목,16,0.0
Lv.300,목,17,0.0
Lv.300,수,1,21986516894534.25
Lv.300,수,2,18776139081190.5
Lv.300,수,3,14000036072055.5
Lv.300,수,4,15464632491579.5
Lv.300,수,5,9909750351235.0
Lv.300,수,6,0.0
Lv.300,수,7,0.0
Lv.300,수,8,0.0
Lv.300,수,9,0.0
Lv.300,수,10,0.0
Lv.300,수,11,0.0
Lv.300,수,12,0.0
Lv.300,수,13,0.0
Lv.300,수,14,0.0
Lv.300,수,15,0.0
Lv.300,수,16,0.0
Lv.300,수,17,0.0
Lv.300,수,18,0.0
Lv.300,월,1,13572651454587.0
Lv.300,월,2,12527098192958.75
Lv.300,월,3,9123655009764.5
Lv.300,월,4,8726054085314.75
Lv.300,월,5,7705872071731.5
Lv.300,월,6,0.0
Lv.300,월,7,0.0
Lv.300,월,8,0.0
Lv.300,월,9,0.0
Lv.300,월,10,0.0
Lv.300,월,11,0.0
Lv.300,월,12,0.0
Lv.300,월,13,0.0
Lv.300,월,14,0.0
Lv.300,월,15,0.0
Lv.300,월,16,0.0
Lv.300,월,17,0.0
Lv.300,월,18,0.0
Lv.300,일,1,17362868130765.0
Lv.300,일,2,14029485436629.5
Lv.300,일,3,13172058438676.25
Lv.300,일,4,8121412618412.5
Lv.300,일,5,9510261690863.75
Lv.300,일,6,0.0
Lv.300,일,7,0.0
Lv.300,일,8,0.0
Lv.300,일,9,0.0
Lv.300,일,10,0.0
Lv.300,일,11,0.0
Lv.300,일,12,0.0
Lv.300,일,13,0.0
Lv.300,일,14,0.0
Lv.300,일,15,0.0
Lv.300,일,16,0.0
Lv.300,일,17,0.0
Lv.300,일,18,0.0
Lv.300,토,1,18584104980281.25
Lv.300,토,2,12843280741201.75
Lv.300,토,3,10082083207104.25
Lv.300,토,4,9064083861814.75
Lv.300,토,5,9083548571911.25
Lv.300,토,6,0.0
Lv.300,토,7,0.0
Lv.300,토,8,0.0
Lv.300,토,9,0.0
Lv.300,토,10,0.0
Lv.300,토,11,0.0
Lv.300,토,12,0.0
Lv.300,토,13,0.0
Lv.300,토,14,0.0
Lv.300,토,15,0.0
Lv.300,토,16,0.0
Lv.300,토,17,0.0
Lv.300,토,18,0.0
Lv.300,화,1,13031900412294.5
Lv.300,화,2,11939707252156.0
Lv.300,화,3,6809687618181.75
Lv.300,화,4,9589553484144.25
Lv.300,화,5,5511759706282.5
Lv.300,화,6,0.0
Lv.300,화,7,0.0
Lv.300,화,8,0.0
Lv.300,화,9,0.0
Lv.300,화,10,0.0
Lv.300,화,11,0.0
Lv.300,화,12,0.0
Lv.300,화,13,0.0
Lv.300,화,14,0.0
Lv.300,화,15,0.0
Lv.300,화,16,0.0
Lv.300,화,17,0.0
Lv.300,화,18,0.0
